date,container,dry_bulk,general_cargo,roro,tanker,cargo_total,total,cap_container_dwt,cap_dry_bulk_dwt,cap_general_cargo_dwt,cap_roro_dwt,cap_tanker_dwt
2020-01-19,8,16,4,2,39,30,69,278596,316424,15107,3083,1429931
2020-01-20,13,12,2,1,40,28,68,553635,383337,6445,0,1582458
2020-01-21,11,19,3,2,31,35,66,373799,685244,25724,2766,1007090
2020-01-22,11,13,2,2,38,28,66,505749,324282,0,0,955853
2020-01-23,16,12,1,0,35,29,64,325130,344966,1566,0,1053248
2020-01-24,12,13,5,1,54,31,85,396120,555745,28190,0,1353089
2020-01-25,17,18,4,3,43,42,85,646947,663740,24051,5981,1781017
2020-01-26,12,12,5,2,51,31,82,481379,438721,27913,12651,2438138
2020-01-27,11,11,2,1,36,25,61,338824,433211,9100,0,687453
2020-01-28,8,14,2,0,35,24,59,422350,709201,17092,0,855530
2020-01-29,7,16,5,1,38,29,67,301267,353726,37863,2013,1222434
2020-01-30,11,12,5,1,46,29,75,300637,445250,19616,0,2253797
2020-01-31,13,10,3,3,51,29,80,505175,299005,17252,0,1908736
2020-02-01,12,11,3,1,45,27,72,620111,481445,6596,2013,1529347
2020-02-02,8,11,0,0,40,19,59,286010,242618,0,0,1344944
2020-02-03,9,10,1,3,51,23,74,177383,311359,9782,3627,2499833
2020-02-04,14,8,2,2,37,26,63,485725,167050,13617,0,640350
2020-02-05,9,19,2,0,41,30,71,252750,737710,7839,0,837434
2020-02-06,11,17,4,0,43,32,75,346983,309661,11887,0,2882009
2020-02-07,9,23,1,1,46,34,80,428332,467093,20537,2062,2421960
2020-02-08,10,9,1,0,49,20,69,372199,299203,20537,0,2693088
2020-02-09,5,8,4,1,24,18,42,265582,156967,15869,0,1076983
2020-02-10,6,12,2,2,32,22,54,271638,325318,4579,3523,925277
2020-02-11,7,12,6,1,43,26,69,190258,335349,25238,0,1343613
2020-02-12,13,9,3,1,38,26,64,594174,233077,12095,0,534198
2020-02-13,7,15,0,0,19,22,41,177410,322176,0,0,247856
2020-02-14,5,16,4,2,26,27,53,186003,520675,37796,7320,471846
2020-02-15,13,5,5,0,36,23,59,538287,349458,39343,0,1607406
2020-02-16,10,11,10,1,38,32,70,377218,203707,13595,0,2072046
2020-02-17,12,21,4,4,59,41,100,560350,679755,3677,4636,2810112
2020-02-18,10,17,7,3,36,37,73,428194,588732,41186,3706,1481490
2020-02-19,10,10,2,2,30,24,54,246203,403880,2207,0,1531896
2020-02-20,9,21,5,0,62,35,97,293272,440982,6298,0,2828488
2020-02-21,17,16,4,3,38,40,78,756046,304375,43848,0,1466906
2020-02-22,9,13,7,2,33,31,64,241178,315269,34936,0,2763296
2020-02-23,7,11,3,1,48,22,70,371733,603612,8557,0,1466615
2020-02-24,8,12,6,5,39,31,70,338716,447794,117842,13424,2125770
2020-02-25,19,16,8,1,42,44,86,696584,174965,89991,0,1750906
2020-02-26,7,11,4,1,47,23,70,397311,109926,30172,0,1613784
2020-02-27,8,5,3,1,25,17,42,268840,0,8707,0,514230
2020-02-28,10,14,1,1,49,26,75,267440,543587,6807,0,1183694
2020-02-29,11,15,6,1,50,33,83,353310,388139,24597,0,2626053
2020-03-01,9,6,3,3,39,21,60,343222,158912,0,0,2404607
2020-03-02,8,20,4,2,53,34,87,329080,458323,8666,0,3655030
2020-03-03,4,10,3,1,36,18,54,77264,116261,26634,0,1415545
2020-03-04,4,7,3,3,22,17,39,177549,290436,39783,6852,1054685
2020-03-05,8,16,0,2,33,26,59,242840,630020,0,4009,1169768
2020-03-06,10,15,2,2,41,29,70,508478,445890,9239,2013,1634400
2020-03-07,9,11,5,1,48,26,74,330119,131655,23133,3152,2674004
2020-03-08,9,13,3,2,60,27,87,393984,418973,8747,3152,1984260
2020-03-09,8,7,0,0,28,15,43,426953,321115,0,0,865038
2020-03-10,5,9,2,0,41,16,57,158225,291992,8557,0,2167535
2020-03-11,9,11,4,2,34,26,60,259683,270070,22230,5498,1531454
2020-03-12,11,8,3,1,46,23,69,399480,248844,21756,0,3343575
2020-03-13,6,11,3,2,26,22,48,317124,395102,4284,6154,654018
2020-03-14,9,7,1,2,34,19,53,420176,202573,0,7065,1450434
2020-03-15,10,9,0,4,32,23,55,359916,348748,0,2801,1447342
2020-03-16,5,6,1,2,23,14,37,303033,334306,0,3826,962263
2020-03-17,10,7,5,1,41,23,64,397997,270509,0,0,2296208
2020-03-18,13,7,4,1,40,25,65,406399,177326,1682,2859,1230922
2020-03-19,11,9,2,1,37,23,60,411076,258470,3841,0,2215884
2020-03-20,9,10,4,2,46,25,71,336471,356599,33054,6924,2454046
2020-03-21,7,7,3,1,45,18,63,453972,214110,22076,0,2088348
2020-03-22,13,7,4,1,38,25,63,369444,297643,27964,5981,1124375
2020-03-23,9,8,2,3,37,22,59,368442,187336,23022,0,1364974
2020-03-24,10,13,3,2,38,28,66,466318,641213,14821,5226,1080223
2020-03-25,7,10,2,0,26,19,45,284187,326280,4237,0,395355
2020-03-26,10,15,4,1,47,30,77,280764,566750,12179,0,2851721
2020-03-27,7,10,2,0,30,19,49,225958,275658,4183,0,1431649
2020-03-28,13,13,3,2,46,31,77,442021,418627,12300,3150,1921984
2020-03-29,4,4,1,1,20,10,30,159792,58242,14813,2415,1214031
2020-03-30,6,4,2,2,37,14,51,199092,0,7046,6085,1411251
2020-03-31,8,14,3,3,43,28,71,303455,674643,13969,0,1977512
2020-04-01,11,13,3,1,35,28,63,336362,490686,0,0,2754694
2020-04-02,14,13,7,0,57,34,91,369432,513874,42103,0,3408668
2020-04-03,15,13,3,2,61,33,94,460917,461766,22909,0,3713785
2020-04-04,11,11,1,4,48,27,75,315238,344699,31668,8468,2581365
2020-04-05,14,16,6,0,64,36,100,368907,276399,37442,0,4155621
2020-04-06,14,15,3,3,59,35,94,645219,703337,9421,2013,2617130
2020-04-07,14,20,4,2,47,40,87,467723,628526,14104,4419,1088076
2020-04-08,21,12,7,1,52,41,93,496224,420960,31978,0,2849033
2020-04-09,12,12,2,2,40,28,68,316159,419897,10150,2013,3708351
2020-04-10,10,10,6,1,45,27,72,338194,541022,13238,0,1586970
2020-04-11,9,14,2,2,37,27,64,453338,632803,11587,0,2137392
2020-04-12,6,12,0,0,41,18,59,288720,538940,0,0,2272902
2020-04-13,11,8,0,1,51,20,71,301952,173303,0,0,3018191
2020-04-14,2,10,2,1,23,15,38,33280,295786,5340,0,2222670
2020-04-15,10,11,4,2,39,27,66,474669,394736,22827,4346,1864922
2020-04-16,7,10,2,0,60,19,79,290594,376903,4714,0,2272384
2020-04-17,10,10,3,3,49,26,75,231052,636663,13351,0,2962442
2020-04-18,17,12,0,2,44,31,75,662690,569326,0,0,1991310
2020-04-19,14,16,1,2,48,33,81,537454,543250,35314,0,2743536
2020-04-20,8,9,2,1,42,20,62,298712,302352,0,0,2576666
2020-04-21,5,13,4,2,55,24,79,213046,543215,16157,1672,3590848
2020-04-22,12,12,7,2,41,33,74,496394,557590,24072,0,442102
2020-04-23,10,11,4,4,55,29,84,277860,495504,16299,10317,2152336
2020-04-24,14,12,4,3,56,33,89,562900,449397,17210,18086,3057227
2020-04-25,9,13,8,1,58,31,89,617701,271714,41607,3629,2929686
2020-04-26,9,15,9,0,53,33,86,415236,428722,35191,0,2489744
2020-04-27,8,8,5,1,48,22,70,299274,98849,9499,4538,1902741
2020-04-28,10,13,7,2,44,32,76,461545,459870,48335,8049,2355980
2020-04-29,15,10,4,0,37,29,66,486395,251475,25474,0,2203418
2020-04-30,10,13,6,1,30,30,60,380781,297074,35736,0,2014176
2020-05-01,4,10,2,6,33,22,55,93447,279348,7186,2734,3290667
2020-05-02,10,13,2,0,49,25,74,409369,359688,2851,0,3370444
